msmarco_passage_20_838723280	p0
msmarco_passage_39_193778158	p3660
msmarco_passage_00_28080840	p3661
msmarco_passage_11_282580621	p3662
msmarco_passage_67_804004406	p3663
msmarco_passage_61_360354818	p3664
msmarco_passage_61_471068651	p3665
msmarco_passage_03_665192630	p3666
msmarco_passage_03_822974826	p3667
msmarco_passage_67_55437287	p3668
msmarco_passage_53_400221459	p3669
msmarco_passage_21_426031568	p3670
msmarco_passage_34_834523997	p3671
msmarco_passage_34_834441641	p3672
msmarco_passage_01_39843134	p3673
msmarco_passage_37_767798261	p3674
msmarco_passage_10_546448809	p3675
msmarco_passage_68_180052214	p3676
msmarco_passage_13_83153966	p3677
msmarco_passage_33_574561402	p3678
msmarco_passage_54_278234287	p3679
msmarco_passage_25_351825726	p3680
msmarco_passage_67_304938474	p3681
msmarco_passage_03_643261454	p3682
msmarco_passage_37_271095795	p3683
msmarco_passage_59_377926666	p3684
msmarco_passage_44_371906568	p3685
msmarco_passage_05_689918906	p3686
msmarco_passage_03_649784965	p3687
msmarco_passage_01_157379993	p3688
msmarco_passage_17_319359969	p3689
msmarco_passage_55_9373717	p3690
msmarco_passage_23_4188628	p3691
msmarco_passage_33_135815649	p3692
msmarco_passage_12_691384823	p3693
msmarco_passage_25_720114485	p3694
msmarco_passage_11_647447873	p3695
msmarco_passage_03_840249120	p3696
msmarco_passage_47_634998035	p3697
msmarco_passage_35_87399215	p3698
msmarco_passage_46_364662243	p3699
msmarco_passage_63_692905248	p3700
msmarco_passage_61_87552065	p3701
msmarco_passage_38_17862676	p3702
msmarco_passage_37_621274624	p3703
msmarco_passage_17_773701473	p3704
msmarco_passage_46_343868358	p3705
msmarco_passage_52_746158741	p3706
msmarco_passage_38_286265305	p3707
msmarco_passage_34_680011479	p3708
msmarco_passage_17_342437166	p3709
msmarco_passage_04_750068490	p3710
msmarco_passage_22_767916286	p3711
msmarco_passage_52_98007541	p3712
msmarco_passage_29_848769834	p3713
msmarco_passage_39_5395250	p3714
msmarco_passage_11_865236877	p3715
msmarco_passage_66_364359991	p3716
msmarco_passage_49_653952403	p3717
msmarco_passage_49_587757844	p3718
msmarco_passage_56_471904460	p3719
msmarco_passage_23_64554097	p3720
msmarco_passage_05_503359101	p3721
msmarco_passage_04_101348146	p3722
msmarco_passage_45_218461212	p3723
msmarco_passage_45_316674586	p3724
msmarco_passage_17_640330625	p3725
msmarco_passage_67_266291657	p3726
msmarco_passage_22_635119430	p3727
msmarco_passage_08_130014543	p3728
msmarco_passage_17_79113634	p3729
msmarco_passage_06_179852942	p3730
msmarco_passage_34_834450347	p3731
msmarco_passage_38_79755239	p3732
msmarco_passage_63_753886666	p3733
msmarco_passage_26_436258123	p3734
msmarco_passage_43_51490431	p3735
msmarco_passage_38_372190978	p3736
msmarco_passage_62_803399697	p3737
msmarco_passage_02_369338513	p3738
msmarco_passage_65_612859995	p3739
msmarco_passage_00_257843244	p3740
msmarco_passage_56_794649240	p3741
msmarco_passage_07_682296894	p3742
msmarco_passage_57_343434243	p3743
msmarco_passage_23_503750012	p3744
msmarco_passage_47_470059589	p3745
msmarco_passage_54_277734434	p3746
msmarco_passage_37_441053252	p3747
msmarco_passage_43_46636821	p3748
msmarco_passage_40_728049310	p3749
msmarco_passage_05_446297953	p3750
msmarco_passage_54_108652044	p3751
msmarco_passage_10_195501960	p3752
msmarco_passage_68_297322372	p3753
msmarco_passage_44_478891203	p3754
msmarco_passage_47_634377473	p3755
msmarco_passage_67_431813963	p3756
msmarco_passage_63_182068310	p3757
msmarco_passage_56_835440442	p3758
msmarco_passage_09_579430898	p3759
msmarco_passage_37_525334698	p3760
msmarco_passage_38_630304033	p3761
msmarco_passage_00_68446273	p3762
msmarco_passage_36_274710345	p3763
msmarco_passage_67_51528863	p3764
msmarco_passage_46_431454824	p3765
msmarco_passage_28_464923612	p3766
msmarco_passage_08_281003882	p3767
msmarco_passage_27_700549447	p3768
msmarco_passage_64_600965197	p3769
msmarco_passage_00_166929587	p3770
msmarco_passage_23_100524906	p3771
msmarco_passage_64_321800538	p3772
msmarco_passage_29_653178781	p3773
msmarco_passage_31_516408361	p3774
msmarco_passage_32_188980616	p3775
msmarco_passage_27_867345413	p3776
msmarco_passage_61_26686543	p3777
msmarco_passage_33_234355535	p3778
msmarco_passage_09_440463491	p3779
msmarco_passage_44_468105728	p3780
msmarco_passage_17_526826488	p3781
msmarco_passage_20_613573939	p3782
msmarco_passage_37_767802584	p3783
msmarco_passage_24_607403694	p3784
msmarco_passage_20_496560752	p3785
msmarco_passage_42_90873810	p3786
msmarco_passage_49_123375979	p3787
msmarco_passage_49_636585591	p3788
msmarco_passage_19_589008284	p3789
msmarco_passage_20_633504391	p3790
msmarco_passage_12_58411888	p3791
msmarco_passage_20_806148899	p3792
msmarco_passage_24_707683111	p3793
msmarco_passage_46_774964305	p3794
msmarco_passage_64_374543359	p3795
msmarco_passage_21_694034139	p3796
msmarco_passage_19_68994441	p3797
msmarco_passage_29_741199602	p3798
msmarco_passage_18_14967543	p3799
msmarco_passage_18_380182981	p3800
msmarco_passage_18_217970750	p3801
msmarco_passage_05_275713221	p3802
msmarco_passage_10_841603921	p3803
msmarco_passage_19_589006529	p3804
msmarco_passage_12_756839949	p3805
msmarco_passage_57_743900247	p3806
msmarco_passage_51_54293352	p3807
msmarco_passage_37_669837344	p3808
msmarco_passage_42_308055652	p3809
msmarco_passage_15_543432575	p3810
msmarco_passage_22_202174746	p3811
msmarco_passage_05_57961086	p3812
msmarco_passage_14_731725108	p3813
msmarco_passage_26_24562796	p3814
msmarco_passage_47_717324447	p3815
msmarco_passage_08_677124466	p3816
msmarco_passage_52_813147334	p3817
msmarco_passage_36_514602922	p3818
msmarco_passage_42_58846380	p3819
msmarco_passage_38_411953521	p3820
msmarco_passage_67_199707154	p3821
msmarco_passage_34_296172188	p3822
msmarco_passage_41_750408229	p3823
msmarco_passage_35_366732692	p3824
msmarco_passage_27_200083384	p3825
msmarco_passage_28_134761506	p3826
msmarco_passage_18_602374667	p3827
msmarco_passage_45_35176019	p3828
msmarco_passage_63_742191214	p3829
msmarco_passage_20_468899275	p3830
msmarco_passage_51_347929971	p3831
msmarco_passage_28_841307558	p3832
msmarco_passage_30_174032363	p3833
msmarco_passage_41_318477600	p3834
msmarco_passage_01_104843966	p3835
msmarco_passage_64_243375214	p3836
msmarco_passage_52_394752455	p3837
msmarco_passage_42_126130529	p3838
msmarco_passage_40_859677098	p3839
msmarco_passage_68_186420799	p3840
msmarco_passage_08_677123190	p3841
msmarco_passage_02_81283047	p3842
msmarco_passage_11_316289585	p3843
msmarco_passage_41_290167240	p3844
msmarco_passage_12_24864770	p3845
msmarco_passage_16_723618252	p3846
msmarco_passage_04_487258120	p3847
msmarco_passage_25_389706535	p3848
msmarco_passage_47_14999864	p3849
msmarco_passage_09_500034764	p3850
msmarco_passage_23_100519377	p3851
msmarco_passage_26_27303340	p3852
msmarco_passage_43_386472107	p3853
msmarco_passage_19_758608030	p3854
msmarco_passage_45_311839515	p3855
msmarco_passage_66_118745137	p3856
msmarco_passage_15_525815834	p3857
msmarco_passage_50_223973562	p3858
msmarco_passage_21_500849370	p3859
msmarco_passage_63_405759515	p3860
msmarco_passage_31_303195481	p3861
msmarco_passage_54_246897474	p3862
msmarco_passage_48_784451957	p3863
msmarco_passage_08_260661888	p3864
msmarco_passage_01_397916129	p3865
msmarco_passage_10_135534667	p3866
msmarco_passage_67_460982647	p3867
msmarco_passage_00_638739188	p3868
msmarco_passage_28_483593519	p3869
msmarco_passage_06_105043304	p3870
msmarco_passage_47_597259649	p3871
msmarco_passage_64_600890825	p3872
msmarco_passage_62_823094999	p3873
msmarco_passage_35_419989900	p3874
msmarco_passage_49_298228672	p3875
msmarco_passage_10_284664957	p3876
msmarco_passage_42_644794050	p3877
msmarco_passage_02_190823401	p3878
msmarco_passage_23_827027105	p3879
msmarco_passage_19_867154219	p3880
msmarco_passage_03_657201280	p3881
msmarco_passage_60_775969435	p3882
msmarco_passage_02_218968004	p3883
msmarco_passage_25_637838473	p3884
msmarco_passage_38_284674489	p3885
msmarco_passage_41_832974687	p3886
msmarco_passage_19_159368860	p3887
msmarco_passage_09_221066267	p3888
msmarco_passage_13_568158519	p3889
msmarco_passage_21_59687255	p3890
msmarco_passage_13_9855488	p3891
msmarco_passage_49_128519790	p3892
msmarco_passage_45_58104723	p3893
msmarco_passage_30_872789209	p3894
msmarco_passage_20_393304932	p3895
msmarco_passage_61_471072104	p3896
msmarco_passage_63_200080789	p3897
msmarco_passage_19_263073569	p3898
msmarco_passage_19_704017349	p3899
msmarco_passage_34_146839715	p3900
msmarco_passage_51_424086203	p3901
msmarco_passage_57_262732384	p3902
msmarco_passage_03_514431744	p3903
msmarco_passage_44_151246531	p3904
msmarco_passage_66_281921924	p3905
msmarco_passage_07_710112020	p3906
msmarco_passage_47_43519600	p3907
msmarco_passage_60_399802322	p3908
msmarco_passage_41_720723686	p3909
msmarco_passage_56_534494694	p3910
msmarco_passage_64_115494158	p3911
msmarco_passage_46_766981909	p3912
msmarco_passage_18_859260752	p3913
msmarco_passage_15_417944497	p3914
msmarco_passage_65_681825510	p3915
msmarco_passage_21_426035294	p3916
msmarco_passage_24_616089733	p3917
msmarco_passage_55_744947236	p3918
msmarco_passage_46_444149725	p3919
msmarco_passage_49_587797995	p3920
msmarco_passage_07_819523198	p3921
msmarco_passage_51_412441011	p3922
msmarco_passage_26_623177634	p3923
msmarco_passage_59_212237634	p3924
msmarco_passage_07_726531925	p3925
msmarco_passage_52_662810722	p3926
msmarco_passage_29_372071041	p3927
msmarco_passage_10_146410593	p3928
msmarco_passage_39_492845158	p3929
msmarco_passage_62_34903970	p3930
msmarco_passage_04_586166688	p3931
msmarco_passage_09_776723810	p3932
msmarco_passage_67_127016020	p3933
msmarco_passage_27_786154893	p3934
msmarco_passage_33_520178854	p3935
msmarco_passage_59_753371812	p3936
msmarco_passage_35_200893127	p3937
msmarco_passage_40_149648984	p3938
msmarco_passage_19_46901374	p3939
msmarco_passage_17_180754213	p3940
msmarco_passage_18_418391335	p3941
msmarco_passage_33_497585196	p3942
msmarco_passage_17_640333278	p3943
msmarco_passage_07_83060586	p3944
msmarco_passage_27_867322502	p3945
msmarco_passage_33_575628366	p3946
msmarco_passage_15_417944876	p3947
msmarco_passage_18_164709807	p3948
msmarco_passage_19_688890717	p3949
msmarco_passage_04_819341773	p3950
msmarco_passage_05_706531988	p3951
msmarco_passage_59_499814523	p3952
msmarco_passage_02_784013033	p3953
msmarco_passage_39_257287373	p3954
msmarco_passage_37_366782293	p3955
msmarco_passage_27_665338833	p3956
msmarco_passage_50_223977772	p3957
msmarco_passage_51_795815356	p3958
msmarco_passage_24_678808627	p3959
msmarco_passage_16_405421643	p3960
msmarco_passage_04_378098246	p3961
msmarco_passage_40_736705570	p3962
msmarco_passage_64_145988892	p3963
msmarco_passage_49_658706423	p3964
msmarco_passage_09_440455167	p3965
msmarco_passage_11_82254698	p3966
msmarco_passage_45_114493914	p3967
msmarco_passage_25_548431836	p3968
msmarco_passage_30_137145194	p3969
msmarco_passage_17_553017385	p3970
msmarco_passage_20_656037749	p3971
msmarco_passage_01_579981240	p3972
msmarco_passage_46_367240681	p3973
msmarco_passage_19_547406148	p3974
msmarco_passage_32_124111044	p3975
msmarco_passage_05_561031999	p3976
msmarco_passage_12_756771743	p3977
msmarco_passage_20_52659901	p3978
msmarco_passage_67_45897478	p3979
msmarco_passage_24_132753972	p3980
msmarco_passage_45_78807334	p3981
msmarco_passage_43_17210788	p3982
msmarco_passage_48_422970328	p3983
msmarco_passage_61_272339240	p3984
msmarco_passage_02_113323921	p3985
msmarco_passage_46_817575108	p3986
msmarco_passage_36_206272900	p3987
msmarco_passage_33_97024831	p3988
msmarco_passage_00_780222431	p3989
msmarco_passage_66_590049464	p3990
msmarco_passage_21_653464320	p3991
msmarco_passage_29_274598175	p3992
msmarco_passage_50_322732590	p3993
msmarco_passage_19_148048361	p3994
msmarco_passage_50_223977011	p3995
msmarco_passage_49_206411252	p3996
msmarco_passage_20_746606235	p3997
msmarco_passage_40_201059481	p3998
msmarco_passage_18_862185777	p3999
msmarco_passage_21_539788778	p4000
msmarco_passage_68_765718141	p4001
msmarco_passage_07_136694267	p4002
msmarco_passage_01_634719809	p4003
msmarco_passage_33_437111653	p4004
msmarco_passage_63_200061227	p4005
msmarco_passage_52_635565236	p4006
msmarco_passage_65_719107009	p4007
msmarco_passage_41_5633434	p4008
msmarco_passage_04_469694312	p4009
msmarco_passage_29_296887274	p4010
msmarco_passage_67_167508490	p4011
msmarco_passage_37_320916994	p4012
msmarco_passage_45_309595868	p4013
msmarco_passage_05_205566287	p4014
msmarco_passage_55_277669141	p4015
msmarco_passage_29_718117907	p4016
msmarco_passage_38_640244519	p4017
msmarco_passage_02_578026802	p4018
msmarco_passage_46_310140006	p4019
msmarco_passage_04_383217806	p4020
msmarco_passage_16_799715932	p4021
msmarco_passage_06_500053757	p4022
msmarco_passage_28_87659381	p4023
msmarco_passage_27_825555958	p4024
msmarco_passage_04_511479540	p4025
msmarco_passage_54_278177156	p4026
msmarco_passage_33_574559099	p4027
msmarco_passage_65_612860655	p4028
msmarco_passage_10_541565300	p4029
msmarco_passage_68_193027069	p4030
msmarco_passage_11_18886979	p4031
msmarco_passage_42_633376099	p4032
msmarco_passage_08_286711593	p4033
msmarco_passage_23_856907652	p4034
msmarco_passage_58_738186268	p4035
msmarco_passage_53_714073382	p4036
msmarco_passage_42_636549311	p4037
msmarco_passage_61_442165979	p4038
msmarco_passage_32_578304375	p4039
msmarco_passage_33_822274470	p4040
msmarco_passage_68_834507739	p4041
msmarco_passage_48_772076372	p4042
msmarco_passage_35_397637524	p4043
msmarco_passage_31_732911836	p4044
msmarco_passage_66_705147341	p4045
msmarco_passage_18_644539397	p4046
msmarco_passage_58_738326673	p4047
msmarco_passage_17_200976884	p4048
msmarco_passage_63_496566201	p4049
msmarco_passage_33_858317212	p4050
msmarco_passage_00_534410410	p4051
msmarco_passage_21_622084118	p4052
msmarco_passage_37_504753703	p4053
msmarco_passage_35_270328631	p4054
msmarco_passage_28_133182587	p4055
msmarco_passage_04_38537812	p4056
msmarco_passage_01_359376166	p4057
msmarco_passage_58_174771931	p4058
msmarco_passage_29_654342960	p4059
msmarco_passage_29_280342997	p4060
msmarco_passage_03_507387983	p4061
msmarco_passage_20_307260763	p4062
msmarco_passage_34_834497288	p4063
msmarco_passage_30_441598432	p4064
msmarco_passage_67_741751385	p4065
msmarco_passage_24_555123295	p4066
msmarco_passage_36_310186883	p4067
msmarco_passage_02_520162069	p4068
msmarco_passage_63_198124989	p4069
msmarco_passage_20_153501333	p4070
msmarco_passage_01_780316852	p4071
msmarco_passage_20_467412532	p4072
msmarco_passage_42_628792397	p4073
msmarco_passage_09_747284276	p4074
msmarco_passage_38_863716678	p4075
msmarco_passage_42_678336266	p4076
msmarco_passage_64_735812254	p4077
msmarco_passage_08_280934549	p4078
msmarco_passage_20_613572637	p4079
msmarco_passage_54_277892878	p4080
msmarco_passage_00_16274802	p4081
msmarco_passage_14_191420974	p4082
msmarco_passage_31_42413645	p4083
msmarco_passage_61_503475218	p4084
msmarco_passage_06_81651821	p4085
msmarco_passage_40_149489159	p4086
msmarco_passage_24_615856197	p4087
msmarco_passage_19_510854079	p4088
msmarco_passage_18_29797545	p4089
msmarco_passage_56_830605294	p4090
msmarco_passage_42_823954859	p4091
msmarco_passage_51_83700718	p4092
msmarco_passage_01_548625306	p4093
msmarco_passage_39_813639776	p4094
msmarco_passage_09_374777087	p4095
msmarco_passage_35_408256304	p4096
msmarco_passage_03_846699131	p4097
msmarco_passage_25_372998211	p4098
msmarco_passage_13_421072349	p4099
msmarco_passage_54_795865728	p4100
msmarco_passage_19_36602070	p4101
msmarco_passage_04_626790316	p4102
msmarco_passage_10_703354569	p4103
msmarco_passage_11_351979073	p4104
msmarco_passage_07_727063668	p4105
msmarco_passage_30_120851282	p4106
msmarco_passage_00_780217326	p4107
msmarco_passage_20_434661873	p4108
msmarco_passage_45_4364540	p4109
msmarco_passage_19_148028763	p4110
msmarco_passage_36_441435083	p4111
msmarco_passage_68_180050315	p4112
msmarco_passage_03_201234119	p4113
msmarco_passage_35_589314878	p4114
msmarco_passage_42_157194045	p4115
msmarco_passage_49_800116377	p4116
msmarco_passage_66_513133476	p4117
msmarco_passage_59_54532949	p4118
msmarco_passage_00_606001569	p4119
msmarco_passage_17_829130493	p4120
msmarco_passage_65_448605142	p4121
msmarco_passage_43_811111972	p4122
msmarco_passage_57_646825866	p4123
msmarco_passage_61_6087659	p4124
msmarco_passage_54_424076166	p4125
msmarco_passage_01_864283604	p4126
msmarco_passage_15_669948225	p4127
msmarco_passage_53_625865323	p4128
msmarco_passage_32_367930798	p4129
msmarco_passage_48_642376555	p4130
msmarco_passage_46_70133085	p4131
msmarco_passage_20_613224310	p4132
msmarco_passage_12_179637609	p4133
msmarco_passage_17_63680080	p4134
msmarco_passage_38_81505291	p4135
msmarco_passage_20_620584185	p4136
msmarco_passage_20_720411285	p4137
msmarco_passage_10_550962947	p4138
msmarco_passage_20_418589419	p4139
msmarco_passage_19_148079498	p4140
msmarco_passage_48_364535210	p4141
msmarco_passage_24_283708391	p4142
msmarco_passage_66_634623183	p4143
msmarco_passage_35_457138283	p4144
msmarco_passage_45_13499182	p4145
msmarco_passage_40_228992369	p4146
msmarco_passage_56_640750754	p4147
msmarco_passage_19_521608606	p4148
msmarco_passage_68_766922083	p4149
msmarco_passage_24_279661117	p4150
msmarco_passage_31_686198477	p4151
msmarco_passage_60_403339113	p4152
msmarco_passage_43_84610114	p4153
msmarco_passage_37_780779036	p4154
msmarco_passage_51_247160391	p4155
msmarco_passage_12_265969170	p4156
msmarco_passage_31_600222896	p4157
msmarco_passage_64_371581878	p4158
msmarco_passage_08_299421644	p4159
msmarco_passage_22_202171939	p4160
msmarco_passage_10_734642049	p4161
msmarco_passage_03_393496444	p4162
msmarco_passage_48_477261642	p4163
msmarco_passage_24_109446132	p4164
msmarco_passage_04_521954338	p4165
msmarco_passage_31_78480280	p4166
msmarco_passage_12_281040775	p4167
msmarco_passage_57_262313272	p4168
msmarco_passage_62_801929275	p4169
msmarco_passage_48_97306687	p4170
msmarco_passage_08_412594753	p4171
msmarco_passage_46_554901765	p4172
msmarco_passage_41_220617162	p4173
msmarco_passage_25_470879854	p4174
msmarco_passage_49_671666606	p4175
